1,1.009727003,19110.09325
2,1.01954862,19295.97718
3,1.029465772,19483.66921
4,1.039479389,19673.18691
5,1.049590408,19864.54805
6,1.059799776,20057.77057
7,1.070108452,20252.87256
8,1.080517399,20449.8723
9,1.091027595,20648.78827
10,1.101640024,20849.63909
11,1.112355679,21052.44358
12,1.123175566,21257.22076
13,1.134100698,21463.9898
14,1.145132098,21672.77009
15,1.156270801,21883.58119
16,1.167517851,22096.44284
17,1.1788743,22311.375
18,1.190341213,22528.39781
19,1.201919666,22747.53159
20,1.213610742,22968.79689
21,1.225415537,23192.21445
22,1.237335157,23417.80518
23,1.249370719,23645.59023
24,1.261523352,23875.59095
25,1.273794193,24107.82889
26,1.286184392,24342.32581
27,1.298695112,24579.10368
28,1.311327522,24818.18469
29,1.324082809,25059.59124
30,1.336962166,25303.34595
31,1.349966801,25549.47167
32,1.363097931,25797.99145
33,1.376356789,26048.92858
34,1.389744615,26302.30658
35,1.403262665,26558.14919
36,1.416912204,26816.48038
37,1.430694513,27077.32436
38,1.444610883,27340.70557
39,1.458662617,27606.64868
40,1.472851032,27875.17863
41,1.487177458,28146.32057
42,1.501643237,28420.09991
43,1.516249725,28696.5423
44,1.53099829,28975.67364
45,1.545890315,29257.5201
46,1.560927194,29542.10808
47,1.576110337,29829.46424
48,1.591441167,30119.61553
49,1.60692112,30412.58911
50,1.622551646,30708.41245
51,1.63833421,31007.11326
52,1.654270291,31308.71953
53,1.670361383,31613.25953
54,1.686608993,31920.7618
55,1.703014643,32231.25513
56,1.719579871,32544.76864
57,1.736306229,32861.33169
58,1.753195285,33180.97396
59,1.77024862,33503.72538
60,1.787467833,33829.61621
61,1.804854538,34158.67698
62,1.822410363,34490.93852
63,1.840136953,34826.43198
64,1.858035971,35165.18878
65,1.876109091,35507.24067
66,1.89435801,35852.61969
67,1.912784435,36201.35822
68,1.931390095,36553.48893
69,1.950176731,36909.04482
70,1.969146106,37268.0592
71,1.988299995,37630.56571
72,2.007640195,37996.59833
73,2.027168517,38366.19135
74,2.04688679,38739.37939
75,2.066796864,39116.19744
76,2.086900603,39496.6808
77,2.10719989,39880.86513
78,2.12769663,40268.78641
79,2.14839274,40660.48101
80,2.169290163,41055.98562
81,2.190390854,41455.3373
82,2.211696792,41858.57348
83,2.233209972,42265.73194
84,2.254932412,42676.85083
85,2.276866146,43091.96867
86,2.299013229,43511.12437
87,2.321375737,43934.3572
88,2.343955765,44361.70681
89,2.366755429,44793.21325
90,2.389776866,45228.91696
91,2.413022232,45668.85876
92,2.436493706,46113.07988
93,2.460193487,46561.62193
94,2.484123796,47014.52695
95,2.508286874,47471.83739
96,2.532684988,47933.59608
97,2.557320422,48399.8463
98,2.582195484,48870.63174
99,2.607312507,49345.99651
100,2.632673843,49825.98515
101,2.658281868,50310.64264
102,2.684138984,50800.0144
103,2.710247611,51294.14628
104,2.736610197,51793.08458
105,2.763229212,52296.87606
106,2.79010715,52805.56791
107,2.81724653,53319.20782
108,2.844649894,53837.8439
109,2.872319812,54361.52475
110,2.900258874,54890.29945
111,2.9284697,55424.21755
112,2.956954933,55963.32906
113,2.985717242,56507.68452
114,3.014759322,57057.33492
115,3.044083894,57612.33177
116,3.073693706,58172.72708
117,3.103591533,58738.57336
118,3.133780177,59309.92362
119,3.164262465,59886.83141
120,3.195041255,60469.35079
121,3.22611943,61057.53633
122,3.257499902,61651.44315
123,3.289185613,62251.12691
124,3.32117953,62856.64379
125,3.353484653,63468.05053
126,3.386104007,64085.40444
127,3.41904065,64708.76334
128,3.452297668,65338.18566
129,3.485878177,65973.73037
130,3.519785323,66615.45703
131,3.554022285,67263.42576
132,3.588592269,67917.69728
133,3.623498516,68578.33291
134,3.658744296,69245.39454
135,3.694332912,69918.94469
136,3.730267698,70599.04645
137,3.766552022,71285.76357
138,3.803189284,71979.16039
139,3.840182917,72679.30188
140,3.877536386,73386.25365
141,3.915253193,74100.08194
142,3.953336872,74820.85364
143,3.991790991,75548.63629
144,4.030619152,76283.49808
145,4.069824996,77025.50787
146,4.109412195,77774.7352
147,4.149384459,78531.25026
148,4.189745533,79295.12395
149,4.230499199,80066.42784
150,4.271649276,80845.2342
151,4.31319962,81631.61601
152,4.355154125,82425.64697
153,4.397516721,83227.40146
154,4.440291378,84036.95462
155,4.483482105,84854.38231
156,4.527092947,85679.76112
157,4.571127993,86513.16839
158,4.615591367,87354.68222
159,4.660487237,88204.38145
160,4.705819809,89062.34571
161,4.751593331,89928.65539
162,4.797812093,90803.39167
163,4.844480424,91686.63651
164,4.891602699,92578.47267
165,4.939183331,93478.98373
166,4.987226781,94388.25406
167,5.03573755,95306.36887
168,5.084720183,96233.41418
169,5.13417927,97169.47686
170,5.184119446,98114.64463
171,5.23454539,99069.00605
172,5.285461827,100032.6505
173,5.336873529,101005.6684
174,5.388785312,101988.1508
175,5.441202042,102980.1898
176,5.494128629,103981.8784
177,5.547570033,104993.3104
178,5.601531262,106014.5807
179,5.656017372,107045.7848
180,5.711033468,108087.0194
181,5.766584707,109138.3822
182,5.822676292,110199.9715
183,5.87931348,111271.8869
184,5.936501578,112354.2289
185,5.994245945,113447.0988
186,6.052551992,114550.599
187,6.111425182,115664.833
188,6.170871032,116789.9051
189,6.230895111,117925.9209
190,6.291503045,119072.9866
191,6.352700512,120231.2099
192,6.414493247,121400.6992
193,6.476887041,122581.5641
194,6.539887739,123773.9153
195,6.603501245,124977.8646
196,6.667733519,126193.5246
197,6.732590582,127421.0093
198,6.798078509,128660.4339
199,6.864203437,129911.9142
200,6.930971563,131175.5678
201,6.998389142,132451.5129
202,7.066462492,133739.8691
203,7.135197992,135040.7572
204,7.204602083,136354.299
205,7.274681267,137680.6177
206,7.345442112,139019.8374
207,7.416891247,140372.0837
208,7.489035369,141737.4834
209,7.561881236,143116.1643
210,7.635435676,144508.2556
211,7.709705579,145913.8878
212,7.784697907,147333.1926
213,7.860419685,148766.303
214,7.936878008,150213.3532
215,8.014080043,151674.4789
216,8.092033021,153149.817
217,8.170744248,154639.5056
218,8.2502211,156143.6845
219,8.330471023,157662.4946
220,8.411501538,159196.0781
221,8.493320236,160744.5788
222,8.575934786,162308.1418
223,8.659352927,163886.9135
224,8.743582476,165481.0419
225,8.828631327,167090.6765
226,8.914507448,168715.968
227,9.001218887,170357.0686
228,9.088773767,172014.1323
229,9.177180295,173687.3143
230,9.266446752,175376.7712
231,9.356581505,177082.6616
232,9.447592999,178805.1451
233,9.539489762,180544.3832
234,9.632280405,182300.539
235,9.725973623,184073.7768
236,9.820578195,185864.2629
237,9.916102986,187672.1651
238,10.01255695,189497.6528
239,10.10994912,191340.897
240,10.20828862,193202.0704
241,10.30758467,195081.3475
242,10.40784657,196978.9043
243,10.50908373,198894.9186
244,10.61130561,200829.57
245,10.71452181,202783.0398
246,10.81874199,204755.511
247,10.92397593,206747.1684
248,11.03023347,208758.1987
249,11.13752458,210788.7903
250,11.24585931,212839.1334
251,11.35524782,214909.4202
252,11.46570035,216999.8447
253,11.57722724,219110.6028
254,11.68983897,221241.8923
255,11.80354606,223393.9128
256,11.91835919,225566.866
257,12.0342891,227760.9555
258,12.15134666,229976.3869
259,12.26954284,232213.3679
260,12.38888872,234472.1079
261,12.50939548,236752.8188
262,12.6310744,239055.7141
263,12.75393689,241381.0097
264,12.87799447,243728.9234
265,13.00325876,246099.6753
266,13.12974149,248493.4875
267,13.25745453,250910.5844
268,13.38640982,253351.1923
269,13.51661947,255815.5401
270,13.64809566,258303.8585
271,13.78085073,260816.3808
272,13.9148971,263353.3425
273,14.05024734,265914.9812
274,14.18691414,268501.5369
275,14.32491029,271113.2521
276,14.46424873,273750.3715
277,14.60494252,276413.1421
278,14.74700483,279101.8135
279,14.89044899,281816.6376
280,15.03528843,284557.8688
281,15.18153672,287325.7639
282,15.32920757,290120.5824
283,15.47831481,292942.5861
284,15.62887242,295792.0395
285,15.78089451,298669.2095
286,15.93439531,301574.3657
287,16.08938922,304507.7804
288,16.24589075,307469.7284
289,16.40391458,310460.4873
290,16.5634755,313480.3373
291,16.72458847,316529.5614
292,16.88726859,319608.4453
293,17.0515311,322717.2775
294,17.21739138,325856.3493
295,17.384865,329025.955
296,17.55396763,332226.3913
297,17.72471512,335457.9583
298,17.89712347,338720.9588
299,18.07120884,342015.6985
300,18.24698754,345342.4861
301,18.42447604,348701.6335
302,18.60369096,352093.4552
303,18.78464912,355518.2692
304,18.96736745,358976.3964
305,19.15186309,362468.1608
306,19.33815331,365993.8896
307,19.52625558,369553.9131
308,19.71618752,373148.5651
309,19.90796693,376778.1822
310,20.10161178,380443.1046
311,20.29714021,384143.6757
312,20.49457055,387880.2423
313,20.6939213,391653.1545
314,20.89521113,395462.7658
315,21.0984589,399309.4332
316,21.30368367,403193.5171
317,21.51090466,407115.3816
318,21.72014129,411075.394
319,21.93141316,415073.9255
320,22.14474008,419111.3507
321,22.36014202,423188.048
322,22.57763919,427304.3993
323,22.79725195,431460.7903
324,23.01900088,435657.6106
325,23.24290676,439895.2534
326,23.46899058,444174.1157
327,23.69727352,448494.5986
328,23.92777696,452857.1068
329,24.16052251,457262.0491
330,24.39553198,461709.8383
331,24.63282739,466200.8911
332,24.87243097,470735.6285
333,25.11436517,475314.4752
334,25.35865267,479937.8604
335,25.60531635,484606.2173
336,25.85437934,489319.9833
337,26.10586495,494079.6001
338,26.35979677,498885.5138
339,26.61619859,503738.1745
340,26.87509443,508638.0371
341,27.13650854,513585.5607
342,27.40046544,518581.2089
343,27.66698984,523625.4497
344,27.93610673,528718.7559
345,28.20784131,533861.6047
346,28.48221906,539054.478
347,28.75926568,544297.8623
348,29.03900714,549592.2491
349,29.32146964,554938.1345
350,29.60667966,560336.0192
351,29.89466391,565786.4092
352,30.18544939,571289.8152
