1,-1192.6864
2,-1126.3268
3,-1059.9672
4,-993.6076
5,-927.248
6,-860.8884
7,-794.5288
8,-728.1692
9,-661.8096
10,-595.45
11,-529.0904
12,-462.7308
13,-396.3712
14,-330.0116
15,-263.652
16,-197.2924
17,-130.9328
18,-64.5732
19,1.7864
20,68.146
21,134.5056
22,200.8652
23,267.2248
24,333.5844
25,399.944
26,466.3036
27,532.6632
28,599.0228
29,665.3824
30,731.742
31,798.1016
32,864.4612
33,930.8208
34,997.1804
35,1063.54
36,1129.8996
37,1196.2592
38,1262.6188
39,1328.9784
40,1395.338
41,1461.6976
42,1528.0572
43,1594.4168
44,1660.7764
45,1727.136
46,1793.4956
47,1859.8552
48,1926.2148
49,1992.5744
50,2058.934
51,2125.2936
52,2191.6532
53,2258.0128
54,2324.3724
55,2390.732
56,2457.0916
57,2523.4512
58,2589.8108
59,2656.1704
60,2722.53
61,2788.8896
62,2855.2492
63,2921.6088
64,2987.9684
65,3054.328
66,3120.6876
67,3187.0472
68,3253.4068
69,3319.7664
70,3386.126
71,3452.4856
72,3518.8452
73,3585.2048
74,3651.5644
75,3717.924
76,3784.2836
77,3850.6432
78,3917.0028
79,3983.3624
80,4049.722
81,4116.0816
82,4182.4412
83,4248.8008
84,4315.1604
85,4381.52
86,4447.8796
87,4514.2392
88,4580.5988
89,4646.9584
90,4713.318
91,4779.6776
92,4846.0372
93,4912.3968
94,4978.7564
95,5045.116
96,5111.4756
97,5177.8352
98,5244.1948
99,5310.5544
100,5376.914
101,5443.2736
102,5509.6332
103,5575.9928
104,5642.3524
105,5708.712
106,5775.0716
107,5841.4312
108,5907.7908
109,5974.1504
110,6040.51
111,6106.8696
112,6173.2292
113,6239.5888
114,6305.9484
115,6372.308
116,6438.6676
117,6505.0272
118,6571.3868
119,6637.7464
120,6704.106
121,6770.4656
122,6836.8252
123,6903.1848
124,6969.5444
125,7035.904
126,7102.2636
127,7168.6232
128,7234.9828
129,7301.3424
130,7367.702
131,7434.0616
132,7500.4212
133,7566.7808
134,7633.1404
135,7699.5
136,7765.8596
137,7832.2192
138,7898.5788
139,7964.9384
140,8031.298
141,8097.6576
142,8164.0172
143,8230.3768
144,8296.7364
145,8363.096
146,8429.4556
147,8495.8152
148,8562.1748
149,8628.5344
150,8694.894
151,8761.2536
152,8827.6132
153,8893.9728
154,8960.3324
155,9026.692
156,9093.0516
157,9159.4112
158,9225.7708
159,9292.1304
160,9358.49
161,9424.8496
162,9491.2092
163,9557.5688
164,9623.9284
165,9690.288
166,9756.6476
167,9823.0072
168,9889.3668
169,9955.7264
170,10022.086
171,10088.4456
172,10154.8052
173,10221.1648
174,10287.5244
175,10353.884
176,10420.2436
177,10486.6032
178,10552.9628
179,10619.3224
180,10685.682
181,10752.0416
182,10818.4012
183,10884.7608
184,10951.1204
185,11017.48
186,11083.8396
187,11150.1992
188,11216.5588
189,11282.9184
190,11349.278
191,11415.6376
192,11481.9972
193,11548.3568
194,11614.7164
195,11681.076
196,11747.4356
197,11813.7952
198,11880.1548
199,11946.5144
200,12012.874
201,12079.2336
202,12145.5932
203,12211.9528
204,12278.3124
205,12344.672
206,12411.0316
207,12477.3912
208,12543.7508
209,12610.1104
210,12676.47
211,12742.8296
212,12809.1892
213,12875.5488
214,12941.9084
215,13008.268
216,13074.6276
217,13140.9872
218,13207.3468
219,13273.7064
220,13340.066
221,13406.4256
222,13472.7852
223,13539.1448
224,13605.5044
225,13671.864
226,13738.2236
227,13804.5832
228,13870.9428
229,13937.3024
230,14003.662
231,14070.0216
232,14136.3812
233,14202.7408
234,14269.1004
235,14335.46
236,14401.8196
237,14468.1792
238,14534.5388
239,14600.8984
240,14667.258
241,14733.6176
242,14799.9772
243,14866.3368
244,14932.6964
245,14999.056
246,15065.4156
247,15131.7752
248,15198.1348
249,15264.4944
250,15330.854
251,15397.2136
252,15463.5732
253,15529.9328
254,15596.2924
255,15662.652
256,15729.0116
257,15795.3712
258,15861.7308
259,15928.0904
260,15994.45
261,16060.8096
262,16127.1692
263,16193.5288
264,16259.8884
265,16326.248
266,16392.6076
267,16458.9672
268,16525.3268
269,16591.6864
270,16658.046
271,16724.4056
272,16790.7652
273,16857.1248
274,16923.4844
275,16989.844
276,17056.2036
277,17122.5632
278,17188.9228
279,17255.2824
280,17321.642
281,17388.0016
282,17454.3612
283,17520.7208
284,17587.0804
285,17653.44
286,17719.7996
287,17786.1592
288,17852.5188
289,17918.8784
290,17985.238
291,18051.5976
292,18117.9572
293,18184.3168
294,18250.6764
295,18317.036
296,18383.3956
297,18449.7552
298,18516.1148
299,18582.4744
300,18648.834
301,18715.1936
302,18781.5532
303,18847.9128
304,18914.2724
305,18980.632
306,19046.9916
307,19113.3512
308,19179.7108
309,19246.0704
310,19312.43
311,19378.7896
312,19445.1492
313,19511.5088
314,19577.8684
315,19644.228
316,19710.5876
317,19776.9472
318,19843.3068
319,19909.6664
320,19976.026
321,20042.3856
322,20108.7452
323,20175.1048
324,20241.4644
325,20307.824
326,20374.1836
327,20440.5432
328,20506.9028
329,20573.2624
330,20639.622
331,20705.9816
332,20772.3412
333,20838.7008
334,20905.0604
335,20971.42
336,21037.7796
337,21104.1392
338,21170.4988
339,21236.8584
340,21303.218
341,21369.5776
342,21435.9372
343,21502.2968
344,21568.6564
345,21635.016
346,21701.3756
347,21767.7352
348,21834.0948
349,21900.4544
350,21966.814
351,22033.1736
352,22099.5332
353,22165.8928
354,22232.2524
355,22298.612
356,22364.9716
357,22431.3312
358,22497.6908
359,22564.0504
360,22630.41
361,22696.7696
362,22763.1292
363,22829.4888
364,22895.8484
365,22962.208
366,23028.5676
367,23094.9272
368,23161.2868
369,23227.6464
370,23294.006
371,23360.3656
372,23426.7252
373,23493.0848
374,23559.4444
375,23625.804
376,23692.1636
377,23758.5232
378,23824.8828
379,23891.2424
380,23957.602
381,24023.9616
382,24090.3212
383,24156.6808
